user_id,dietary_preferences,activity_levels,health_goals,tdee,bmi,liked_ingredients,disliked_ingredients
735,['LOW_CARB'],['LIG'],"['MUS', 'LOS']",2384,20.6,"['Noodles', 'Saltpere', 'Okro', 'Chicken', 'Gravy', 'Dry smoked river fish', 'Dried cod', 'Broth', 'Offal', 'Koobi', 'Mushroom broth', 'Seaweed', 'Yogurt']","['Catfish', 'Tilapia', 'Ground ginger', 'Cayenne pepper', 'Potatoes', 'Parsley', 'Chicken sausage', 'Wrewre seeds', 'Garlic', 'Zucchini']"
736,"['VEG', 'HAL']",['LIG'],"['FIT', 'MAI']",2322,16.0,"['Veggie sausage', 'Tempeh', 'Hot sauce', 'Carrots', 'Onions', 'Seaweed', 'Parsley', 'Dry smoked river fish', 'Leeks', 'Miso paste', 'Cod']","['Kontomire Leaves', 'Ground ginger', 'Shrimp', 'Moringa powder', 'Potatoes', 'Chili paste', 'Garlic powder', 'Spinach', 'Tomatoes']"
737,['VEG'],"['MOD', 'SED']",['MAI'],2385,24.7,"['Cashew milk', 'Kuuka powder', 'Tomatoes', 'Avocado oil', 'Mussels', 'Sauce', 'Habanero', 'Chilli powder', 'Ademe leaves', 'Broth', 'Lentils', 'Mushrooms', 'Green scotch bonnet', 'Ginger']","['Kpakposhito paste', 'Chili paste', 'Veggie sausage', 'Swiss chard', 'Dried cod', 'Palm oil', 'Cashews']"
738,['VEG'],"['VER', 'LIG']",['FIT'],1865,14.4,"['Coconut cream', 'Chickpeas', 'Celery salt', 'Fresh fish', 'Vegetable oil', 'Sesame seeds']","['Crabs', 'Cashews', 'Tempeh', 'Chili flakes', 'Zucchini', 'Habanero']"
739,"['HIGH_PROTEIN', 'GLU', 'VER']",['LIG'],['MAI'],2312,32.2,"['Bacon', 'Chili flakes', 'Garlic', 'Kpakposhito paste', 'Mushrooms', 'Mushroom broth', 'Bananas']","['Dry spices', 'Catfish', 'Momoni', 'Turkey', 'Dry smoked river fish']"
740,"['PES', 'LOW_CARB']",['SED'],"['MAI', 'GAI']",2414,18.0,"['Kontomire Leaves', 'dry_salted_fish', 'Ground ginger', 'Swiss chard', 'Whole wheat pasta', 'Mutton', 'Dry smoked river fish', 'Shrimp', 'Quinoa pasta', 'Parsley', 'Okro', 'Momoni', 'Sesame seeds', 'Potatoes']","['Almond milk', 'Vegetable oil', 'Cheese']"
741,"['HIGH_PROTEIN', 'VER']",['VER'],['LOS'],2291,22.8,"['Lobster', 'Chili paste', 'Peanuts', 'Clams', 'Coconut milk', 'Coconut oil', 'Periwinkle', 'Plantains', 'Shallots']","['Yellow squash', 'Eggs', 'Dry spices', 'Vegan cheese', 'Tomatoes']"
742,"['LOW_CARB', 'VER']",['SED'],"['GAI', 'LOS']",2277,13.5,"['Dried cod', 'Catfish', 'Peanuts', 'Sesame seeds', 'Celery salt', 'Seafood', 'Coconut milk', 'Kale', 'Ground ginger', 'Saffron']","['Lobster', 'Kpakposhito paste', 'Coconut cream']"
743,['GLU'],['VER'],['FIT'],2263,17.7,"['Turkey bacon', 'Eggplant', 'Peppers', 'Shrimp', 'Leeks', 'Green scotch bonnet', 'Quinoa pasta']","['Beef', 'Dried cod', 'Cod', 'Chicken liver', 'Shallots']"
744,"['PES', 'GLU']",['LIG'],"['GAI', 'MUS']",3433,31.2,"['Chicken sausage', 'Cucumbers', 'Potatoes', 'Tempeh', 'Whole wheat pasta', 'Zucchini', 'Coconut oil', 'Saffron', 'Mussels', 'Snails', 'Pepper']","['Bulgur', 'Dried cod', 'Turmeric', 'Yellow squash', 'Almond milk']"
745,['GLU'],"['VER', 'SED']",['MAI'],1679,24.6,"['Spinach', 'Sesame seeds', 'Tilapia', 'Chili paste', 'Sausages', 'Olive oil']","['Moringa powder', 'Dawadawa', 'Pasta', 'Bell peppers', 'Coconut cream', 'Cashews']"
746,"['VEG', 'GLU']","['SED', 'MOD']","['FIT', 'GAI']",2567,28.2,"['Haddock', 'Mackerel', 'Vegetable oil', 'Seaweed', 'Ginger', 'Sweet potatoes', 'Turkey bacon', 'Quinoa pasta', 'Almond milk']","['Kontomire Leaves', 'Chicken', 'Offal', 'Potatoes', 'Noodles']"
747,['HAL'],"['LIG', 'SED']",['GAI'],2164,21.0,"['Parsley', 'Haddock', 'Hot sauce', 'Cilantro', 'Collard greens', 'Turkey bacon']","['Snails', 'Tempeh', 'Cheese']"
748,['PES'],"['LIG', 'LIG']","['LOS', 'FIT']",3506,32.2,"['Haddock', 'Eggplant', 'Seitan', 'Collard greens', 'Turkey bacon', 'Dried cod', 'Turmeric', 'Carrots', 'Mussels', 'Zucchini', 'Mushroom broth', 'Banana peppers', 'Cashew milk', 'Lentils']","['dry_salted_fish', 'Snails', 'Garlic', 'Greek yoghurt', 'Chilli powder', 'Beef', 'Dry spices']"
749,"['PES', 'HAL', 'VER']",['MOD'],"['MUS', 'FIT']",3590,32.4,"['Gboma leaves', 'Garlic powder', 'Noodles', 'Cayenne pepper', 'Yellow squash']","['Cashew milk', 'Dry spices', 'Plantains']"
750,"['GLU', 'LOW_CARB', 'VEG']","['MOD', 'LIG']","['LOS', 'MUS']",2724,35.0,"['Clams', 'Bell peppers', 'Periwinkle', 'Vegetable oil', 'Broth', 'Cod', 'Smoked mackerel']","['Kpakposhito paste', 'Saltpere', 'Avocado oil', 'Sauce', 'Chicken', 'Cashews', 'Bacon']"
751,['HIGH_PROTEIN'],"['SED', 'LIG']","['GAI', 'MAI']",3529,42.2,"['Quinoa pasta', 'Potatoes', 'Peanuts', 'Bell peppers', 'Smoked mackerel', 'Onions', 'Lentils', 'Vegetable oil', 'Peppers', 'Seitan', 'Crabs', 'Cheese', 'Ground ginger', 'Lobster']","['Yogurt', 'Green scotch bonnet', 'Wrewre seeds', 'Chickpeas']"
752,['HAL'],['LIG'],"['MAI', 'GAI']",2565,38.4,"['Anchovies', 'Zucchini', 'Dawadawa', 'Jalapeños', 'Chicken liver', 'Habanero', 'Vegetable oil', 'Cucumbers', 'Cod', 'Momoni', 'Canola oil', 'Coconut oil', 'Turkey']","['Parsley', 'Dried cod', 'Carrots']"
753,"['LOW_CARB', 'HIGH_PROTEIN']","['LIG', 'LIG']",['MUS'],2114,22.9,"['Beef', 'Mackerel', 'Bulgur', 'dry_salted_fish', 'Plantains', 'Yellow squash', 'Sauce', 'Peppers', 'Cucumbers', 'Cilantro', 'Green beans', 'Cod', 'Tomatoes']","['Chicken', 'Chili flakes', 'Eggs', 'Black beans', 'Seafood', 'Lamb', 'Quinoa', 'Goat meat', 'Ademe leaves', 'Potatoes']"
754,"['VEG', 'LOW_CARB']","['SED', 'LIG']",['LOS'],2405,17.7,"['Tofu', 'Banana peppers', 'Collard greens', 'Habanero', 'Seaweed', 'Peas', 'Fresh fish', 'Chili flakes', 'Pasta', 'Koobi']","['Cream', 'Bacon', 'Turkey', 'Shrimp', 'Snails', 'Potatoes']"
755,"['HAL', 'GLU', 'PES']",['LIG'],['LOS'],2607,24.0,"['Mushrooms', 'Smoked fish', 'Saltpere', 'Yams', 'Whole wheat pasta', 'Peppers', 'Yellow squash', 'Chili flakes', 'Turmeric', 'Almonds']","['Mackerel', 'Spaghetti', 'Cayenne pepper', 'Moringa leaves', 'Sauce']"
756,['VEG'],['LIG'],"['LOS', 'FIT']",1570,17.5,"['Coconut cream', 'Eggplant', 'Peas', 'Offal', 'Coconut milk', 'Lobster', 'Chicken', 'Shallots', 'Cod', 'Sesame seeds', 'Parsley']","['Garlic powder', 'Dry spices', 'Kpakposhito paste', 'Chili flakes']"
757,['VER'],"['LIG', 'SED']",['MUS'],2780,30.5,"['Kpakposhito paste', 'Momoni', 'Chicken liver', 'Smoked mackerel', 'Spinach']","['Peanuts', 'Cilantro', 'Turkey bacon', 'Wrewre seeds', 'Turmeric', 'Hot sauce', 'Moringa leaves']"
758,"['GLU', 'PES']",['MOD'],"['LOS', 'MAI']",2376,28.7,"['Jalapeños', 'Tofu', 'Bacon', 'Collard greens', 'Dry smoked river fish', 'Plantains', 'Vegetable oil', 'Leeks']","['Seafood', 'Yogurt', 'Olive oil', 'Offal', 'Avocado oil', 'Red palm nut extract', 'Smoked mackerel', 'Clams']"
759,['HAL'],"['LIG', 'LIG']",['GAI'],2489,18.4,"['Kuuka powder', 'Cayenne pepper', 'Garden eggs', 'Offal', 'Green scotch bonnet', 'Spaghetti', 'Almond milk', 'Gravy', 'Koobi', 'Chicken sausage', 'Dry smoked river fish']","['Shrimp', 'Sauce', 'Chickpeas']"
760,"['VER', 'HAL']",['LIG'],['MUS'],2872,32.2,"['Moringa leaves', 'Chicken liver', 'Lentils', 'Tofu', 'Mutton', 'Dry smoked river fish', 'Turkey', 'Peas', 'Banana peppers', 'Moringa powder', 'Red palm nut extract']","['Canola oil', 'Cucumbers', 'Coconut oil']"
761,"['VER', 'HIGH_PROTEIN', 'LOW_CARB']",['MOD'],['FIT'],2510,19.2,"['Okro', 'Smoked fish', 'Lobster', 'Potatoes', 'Tilapia', 'Zucchini', 'Sweet potatoes', 'Fresh fish', 'Green beans', 'Peanuts']","['Ademe leaves', 'Greek yoghurt', 'Almond milk', 'Gravy', 'Coconut milk', 'Canola oil', 'Lentils']"
762,"['VER', 'VEG']",['SED'],"['FIT', 'GAI']",1855,18.1,"['Tilapia', 'Haddock', 'Eggplant', 'Sauce', 'Onions', 'Rice noodles', 'Coconut milk', 'Kale', 'Koobi', 'Vegetable broth', 'Miso paste']","['Saltpere', 'Pasta', 'Periwinkle', 'Cilantro', 'Plantains']"
763,"['VEG', 'HIGH_PROTEIN']",['VER'],"['MAI', 'MUS']",2648,36.3,"['Chicken', 'Eggplant', 'Onions', 'Coconut cream', 'Green scotch bonnet', 'Peppers', 'Haddock', 'Pasta', 'Bulgur', 'Catfish', 'Ademe leaves', 'Almond yoghurt', 'Canola oil', 'Black beans']","['Turmeric', 'Kpakposhito paste', 'Anchovies', 'Olive oil', 'Shallots', 'Koobi', 'Cashew milk']"
764,['VER'],['VER'],['GAI'],2022,20.5,"['Dried cod', 'Dry smoked river fish', 'Chickpeas', 'Jalapeños', 'Garden eggs', 'Goat meat', 'Almonds', 'Almond yoghurt', 'Banana peppers', 'Gravy', 'Duck']","['Veggie sausage', 'Tempeh', 'Cashew milk', 'dry_salted_fish', 'Smoked fish', 'Chicken']"
765,['LOW_CARB'],"['VER', 'SED']","['FIT', 'MUS']",2187,27.7,"['Seafood', 'Garden eggs', 'Spaghetti', 'Turkey', 'Fresh fish', 'Canola oil', 'Swiss chard', 'Bacon', 'Bulgur', 'Almonds']","['Ginger', 'Mushroom broth', 'Noodles', 'Zucchini', 'Onions']"
766,"['LOW_CARB', 'PES']",['MOD'],['FIT'],2878,47.8,"['Koobi', 'Noodles', 'Peas', 'Clams', 'Cucumbers', 'Saltpere', 'Seafood', 'Rice', 'Banana peppers', 'Peppers', 'Eggs', 'Miso paste']","['Sauce', 'Quinoa pasta', 'Cashew milk', 'Garlic powder']"
767,['HAL'],['VER'],"['FIT', 'LOS']",2695,28.9,"['Dried cod', 'Broth', 'Anchovies', 'Jalapeños', 'Coconut cream', 'Quinoa', 'Almond milk', 'Peppers', 'Black beans']","['Leeks', 'Duck', 'Chili flakes']"
768,['GLU'],"['MOD', 'LIG']",['GAI'],3237,24.7,"['Crabs', 'Chilli powder', 'Sesame seeds', 'Cream', 'Cilantro', 'Momoni', 'Cayenne pepper', 'Cashew milk', 'Moringa powder', 'Anchovies', 'Banana peppers', 'Green scotch bonnet', 'Gboma leaves', 'Almonds', 'Collard greens']","['Dawadawa', 'Tilapia', 'Mussels', 'Yams', 'Dry smoked river fish']"
769,['LOW_CARB'],['LIG'],['FIT'],2583,17.0,"['Vegetable oil', 'Green scotch bonnet', 'Mutton', 'Dried cod', 'Almond yoghurt', 'Sweet potatoes', 'Shallots', 'Kale', 'Spinach', 'Turmeric']","['Shrimp', 'Garlic powder', 'Ground ginger', 'Canola oil', 'Kpakposhito paste', 'Jalapeños', 'Yogurt', 'Chili paste', 'Kuuka powder']"
770,"['GLU', 'VEG']",['SED'],"['MAI', 'LOS']",2044,29.2,"['Rice', 'Banana peppers', 'Dry smoked river fish', 'Sausages', 'Coconut oil', 'Smoked fish', 'Quinoa', 'Cheese', 'Clams', 'Seaweed', 'Lentils', 'Dry spices', 'Yogurt', 'Palm oil', 'Shrimp']","['Seafood', 'Carrots', 'Periwinkle', 'Habanero', 'Spaghetti', 'dry_salted_fish', 'Swiss chard']"
771,"['VEG', 'HIGH_PROTEIN']",['VER'],"['FIT', 'MAI']",2338,36.1,"['Onions', 'Chicken sausage', 'Whole wheat pasta', 'Potatoes', 'Cucumbers', 'Chilli powder']","['Kale', 'Snails', 'Veggie sausage', 'Saltpere', 'Cod', 'Fresh fish']"
772,"['HAL', 'VEG', 'PES']",['LIG'],"['MUS', 'MAI']",2756,34.4,"['Olive oil', 'Carrots', 'Haddock', 'Dried cod', 'Tempeh', 'Peanuts']","['Smoked mackerel', 'Turkey bacon', 'Black beans', 'Dry spices', 'Tomatoes', 'Yellow squash', 'Plantains']"
773,"['GLU', 'VEG']",['LIG'],['FIT'],2211,18.3,"['Green scotch bonnet', 'Kpakposhito paste', 'Chicken', 'Vegetable oil', 'Shallots', 'Okro', 'Chili flakes', 'Potatoes']","['Coconut oil', 'Garden eggs', 'Dried cod', 'Moringa leaves', 'Avocado oil', 'Bell peppers', 'Greek yoghurt', 'Bacon', 'Gboma leaves', 'Mushroom broth']"
774,"['VEG', 'HAL']","['SED', 'LIG']","['LOS', 'MUS']",2349,15.1,"['Plantains', 'Kale', 'Leeks', 'Olive oil', 'Garden eggs', 'Gravy', 'Cheese']","['Cilantro', 'Potatoes', 'Saffron', 'Chicken', 'Vegetable oil', 'Saltpere']"
775,"['GLU', 'VEG']",['SED'],['MAI'],2915,44.5,"['Snails', 'Potatoes', 'Kuuka powder', 'Rice noodles', 'Jalapeños', 'Kale', 'Avocado oil', 'Collard greens', 'Cayenne pepper', 'Garlic powder']","['Kpakposhito paste', 'Green scotch bonnet', 'Cod', 'Offal', 'Tilapia', 'Mutton', 'Pasta', 'Bananas', 'Lentils']"
776,"['GLU', 'VEG', 'VER']","['LIG', 'SED']","['FIT', 'GAI']",1746,28.5,"['Turmeric', 'Sesame seeds', 'Shrimp', 'Chicken liver', 'Offal', 'Kpakposhito paste', 'Vegetable oil', 'Cashews', 'Seitan', 'Sweet potatoes', 'Beef', 'Seafood']","['Broth', 'Coconut cream', 'Almond yoghurt']"
777,"['HAL', 'HIGH_PROTEIN', 'PES']","['LIG', 'LIG']",['MUS'],2874,28.4,"['Anchovies', 'Potatoes', 'Banana peppers', 'Dry spices', 'Mushroom broth', 'Mussels', 'Beef', 'Celery salt', 'Vegetable broth', 'Chickpeas', 'Rice noodles', 'Chili flakes', 'Kuuka powder', 'Yams', 'Cayenne pepper']","['Almond milk', 'Tofu', 'Cheese', 'Chicken', 'Koobi', 'Black beans', 'Seaweed', 'Moringa powder', 'Palm oil']"
778,['GLU'],"['VER', 'SED']",['MAI'],2389,20.0,"['Miso paste', 'Red palm nut extract', 'Periwinkle', 'Celery salt', 'Almond milk', 'Almonds', 'Lobster', 'Leeks', 'Veggie sausage', 'Smoked mackerel', 'Gravy', 'Turkey', 'Rice', 'Swiss chard', 'Sweet potatoes']","['Palm oil', 'Yams', 'Chili flakes', 'Habanero', 'Chili paste', 'Kpakposhito paste', 'Smoked fish', 'Chilli powder', 'Turkey bacon']"
779,['GLU'],['LIG'],['MUS'],2786,33.3,"['Palm oil', 'Onions', 'Black beans', 'Almonds', 'Lamb', 'Sweet potatoes', 'Cashews', 'Cayenne pepper', 'Turmeric', 'Vegan cheese', 'Garlic', 'Goat meat', 'Zucchini']","['Quinoa', 'Rice noodles', 'Chicken', 'Habanero', 'Parsley']"
780,"['VER', 'HIGH_PROTEIN', 'PES']","['SED', 'LIG']","['FIT', 'MUS']",2287,19.4,"['Kale', 'Sauce', 'Goat meat', 'Mushrooms', 'Canola oil', 'Tomatoes', 'Chilli powder', 'Haddock', 'Seaweed', 'Gboma leaves', 'Red palm oil', 'Cod']","['Tofu', 'Garlic powder', 'Almond yoghurt', 'Duck', 'Cayenne pepper', 'Crabs', 'Black beans']"
781,['HIGH_PROTEIN'],"['LIG', 'VER']","['MUS', 'MAI']",2140,23.3,"['Saltpere', 'Spaghetti', 'Mussels', 'Pepper', 'Dry spices', 'Turmeric', 'Chili flakes', 'Green scotch bonnet']","['dry_salted_fish', 'Sauce', 'Eggs', 'Peppers', 'Canola oil', 'Almond milk']"
782,"['HAL', 'LOW_CARB', 'VEG']",['SED'],"['LOS', 'GAI']",2182,24.7,"['Catfish', 'Ground ginger', 'Bulgur', 'Dry smoked river fish', 'Gboma leaves', 'Zucchini', 'Noodles', 'Koobi']","['Celery salt', 'Moringa powder', 'Veggie sausage']"
783,['VEG'],"['SED', 'MOD']",['LOS'],3077,30.8,"['Mushrooms', 'Cayenne pepper', 'Catfish', 'Saltpere', 'Seaweed', 'Mussels', 'Mackerel']","['Mutton', 'Chickpeas', 'Sweet potatoes', 'Fresh fish', 'Spaghetti']"
784,"['VER', 'PES']","['LIG', 'VER']",['MUS'],3313,45.8,"['Yogurt', 'Peppers', 'Kontomire Leaves', 'Duck', 'Cashew milk', 'Mushroom broth', 'Hot sauce', 'Sweet potatoes', 'Cilantro', 'Garlic', 'Lamb', 'Olive oil', 'Chicken', 'Rice noodles']","['Kpakposhito paste', 'Koobi', 'Lobster', 'Pepper', 'Crabs', 'Quinoa', 'Quinoa pasta']"
785,"['LOW_CARB', 'GLU', 'VER']","['LIG', 'SED']","['LOS', 'MUS']",2483,36.3,"['Veggie sausage', 'Rice noodles', 'Rice', 'Turkey bacon', 'Dried cod', 'Sauce', 'Kale', 'Sweet potatoes', 'Duck', 'Chili paste', 'Coconut milk', 'Cheese', 'Mussels']","['Celery salt', 'Periwinkle', 'Peanuts', 'Lentils', 'Cream', 'Lamb', 'Catfish', 'Coconut oil']"
786,['HAL'],"['VER', 'SED']",['MUS'],3395,41.6,"['Cayenne pepper', 'Yams', 'Yogurt', 'Mussels', 'Ginger', 'Turmeric', 'Chilli powder', 'Sausages', 'Kpakposhito paste', 'Quinoa pasta']","['Potatoes', 'Celery salt', 'Zucchini', 'Gboma leaves', 'Chili paste', 'Cilantro', 'Greek yoghurt', 'Bell peppers']"
787,"['GLU', 'VER']","['LIG', 'SED']",['MAI'],2889,32.9,"['Chickpeas', 'Okro', 'Ginger', 'Periwinkle', 'Lamb', 'Almond milk', 'Vegetable oil', 'Leeks']","['Smoked fish', 'Noodles', 'Cucumbers', 'Chicken', 'Whole wheat pasta', 'Peppers', 'Clams', 'Dry spices', 'Gravy']"
788,"['HAL', 'VEG']",['LIG'],['LOS'],3680,28.9,"['Spaghetti', 'Peppers', 'Avocado oil', 'Bananas', 'Pepper', 'Turkey bacon', 'Tempeh', 'Carrots', 'Chickpeas', 'Swiss chard', 'dry_salted_fish', 'Koobi', 'Ground ginger']","['Anchovies', 'Turkey', 'Gravy', 'Saltpere', 'Coconut milk', 'Spinach', 'Seitan']"
789,"['HAL', 'VEG']",['LIG'],"['GAI', 'MAI']",2362,30.8,"['Snails', 'Turkey', 'Tilapia', 'Saffron', 'Bulgur', 'Sauce', 'Ginger']","['Koobi', 'Tempeh', 'Vegetable broth']"
790,"['VEG', 'HIGH_PROTEIN']","['LIG', 'MOD']",['MAI'],2412,33.9,"['Seitan', 'Cucumbers', 'Red palm nut extract', 'Chili paste', 'Turkey bacon', 'Peas', 'Smoked fish', 'Fresh fish', 'Vegetable broth', 'Clams', 'Ground ginger', 'Shallots']","['Tilapia', 'Coconut oil', 'Potatoes', 'Spaghetti', 'Saltpere', 'Bacon', 'Coconut milk', 'Chili flakes']"
791,['HAL'],"['LIG', 'VER']","['LOS', 'GAI']",2996,24.6,"['Dawadawa', 'Koobi', 'Mushroom broth', 'Pepper', 'Yellow squash']","['Offal', 'Bell peppers', 'Greek yoghurt', 'Lamb', 'Goat meat', 'Catfish', 'Gboma leaves']"
792,"['LOW_CARB', 'HAL']","['VER', 'MOD']",['GAI'],2103,17.6,"['Almond milk', 'Periwinkle', 'Veggie sausage', 'Ginger', 'Almonds', 'Eggplant', 'dry_salted_fish', 'Chicken sausage', 'Zucchini', 'Vegetable broth', 'Bulgur', 'Cod']","['Turkey bacon', 'Koobi', 'Garlic powder', 'Avocado oil', 'Eggs', 'Rice', 'Sweet potatoes', 'Duck', 'Bacon']"
793,['VEG'],"['SED', 'MOD']",['FIT'],2506,34.0,"['Turmeric', 'Jalapeños', 'Bell peppers', 'Avocado oil', 'Okro', 'Crabs', 'Cream', 'Clams', 'Vegetable broth', 'Wrewre seeds', 'Carrots', 'Garden eggs', 'Haddock', 'Potatoes', 'Whole wheat pasta']","['Chili paste', 'Shrimp', 'Broth', 'Red palm nut extract']"
794,"['GLU', 'HIGH_PROTEIN', 'VER']",['LIG'],"['GAI', 'LOS']",1875,22.7,"['Habanero', 'Cayenne pepper', 'Celery salt', 'Noodles', 'Gravy', 'Moringa powder', 'Peanuts', 'Cashews', 'Pasta', 'Broth', 'Tempeh']","['Fresh fish', 'Palm oil', 'Kale', 'Ground ginger']"
795,"['VEG', 'GLU']",['MOD'],"['MAI', 'MUS']",2533,27.3,"['Crabs', 'Cayenne pepper', 'Mutton', 'Olive oil', 'Ginger', 'Chili paste', 'Turmeric', 'Koobi', 'Whole wheat pasta', 'Seafood', 'Black beans']","['Shallots', 'Tilapia', 'Lobster', 'Kpakposhito paste', 'Vegan cheese']"
796,['HAL'],"['LIG', 'SED']","['MAI', 'LOS']",1848,30.3,"['Lamb', 'Kuuka powder', 'Goat meat', 'Almonds', 'Pepper', 'Cilantro', 'Garden eggs', 'Moringa powder', 'Offal']","['Snails', 'Mushroom broth', 'Sesame seeds', 'Lobster', 'Red palm oil', 'Palm oil', 'Kale']"
797,"['GLU', 'HAL', 'HIGH_PROTEIN']","['VER', 'LIG']",['FIT'],2055,26.2,"['Cod', 'Vegetable broth', 'Seitan', 'Chicken', 'Chicken sausage', 'Smoked mackerel']","['Moringa powder', 'Garlic powder', 'Turkey bacon', 'Anchovies', 'Rice noodles', 'Yellow squash', 'Garden eggs', 'Chili paste', 'Veggie sausage']"
798,"['VER', 'PES']",['SED'],['FIT'],3089,27.5,"['Sweet potatoes', 'Mussels', 'dry_salted_fish', 'Mushroom broth', 'Coconut milk', 'Whole wheat pasta', 'Green scotch bonnet', 'Palm oil', 'Clams', 'Hot sauce', 'Anchovies', 'Yogurt', 'Saffron', 'Miso paste', 'Bananas']","['Black beans', 'Moringa powder', 'Chicken sausage', 'Catfish']"
799,"['HIGH_PROTEIN', 'GLU']",['SED'],['FIT'],2541,25.4,"['Cucumbers', 'Dried cod', 'Rice', 'Almond milk', 'Parsley', 'Lobster', 'Mushrooms']","['Coconut oil', 'Veggie sausage', 'Tofu', 'Cream', 'Wrewre seeds', 'Seaweed', 'Chicken sausage']"
800,['LOW_CARB'],"['VER', 'MOD']","['MUS', 'LOS']",2740,46.6,"['Parsley', 'Yogurt', 'Dried cod', 'Cream', 'Dry spices', 'Cashew milk', 'Tilapia', 'Peas', 'Chicken sausage', 'Coconut oil', 'Duck', 'Garlic powder', 'Sweet potatoes', 'Ademe leaves']","['Avocado oil', 'Cilantro', 'Chicken liver']"
801,"['VEG', 'GLU']",['LIG'],"['GAI', 'MAI']",2992,36.2,"['Green beans', 'Tempeh', 'Mackerel', 'Ginger', 'Chicken liver', 'Carrots', 'Bananas', 'Anchovies', 'Zucchini', 'Koobi', 'Potatoes', 'Rice noodles', 'Rice']","['Seitan', 'Duck', 'Dried cod', 'Offal', 'Sauce', 'Saffron', 'Plantains']"
802,"['GLU', 'VEG', 'LOW_CARB']",['VER'],"['GAI', 'FIT']",1535,13.7,"['Coconut oil', 'Goat meat', 'Rice', 'Bananas', 'Palm oil', 'Coconut milk', 'Hot sauce', 'Noodles', 'Catfish', 'Potatoes', 'Almond milk', 'Rice noodles', 'Green beans']","['Vegan cheese', 'Saltpere', 'Cream', 'Red palm nut extract', 'Turmeric', 'Clams', 'Cashew milk']"
803,"['VEG', 'VER', 'GLU']",['LIG'],['MUS'],1885,16.9,"['Tilapia', 'Kale', 'Okro', 'Green scotch bonnet', 'Eggplant', 'Spinach', 'Wrewre seeds', 'Kontomire Leaves', 'Tomatoes', 'Momoni']","['Smoked mackerel', 'Chilli powder', 'Dry spices', 'Coconut cream', 'Periwinkle', 'Garlic', 'Chicken']"
804,"['GLU', 'VER']","['MOD', 'LIG']",['LOS'],2166,21.2,"['Eggs', 'Clams', 'Zucchini', 'Beef', 'Bananas', 'Palm oil', 'Noodles']","['Yogurt', 'Dry smoked river fish', 'Cucumbers']"
805,['GLU'],"['SED', 'LIG']","['GAI', 'FIT']",1795,25.7,"['Mussels', 'Peanuts', 'Red palm nut extract', 'Turkey bacon', 'Spaghetti', 'Saffron']","['Gravy', 'Quinoa', 'Sausages', 'Kontomire Leaves', 'Smoked fish', 'Kale']"
806,"['GLU', 'HAL']",['SED'],"['FIT', 'GAI']",2520,18.8,"['Peas', 'Cheese', 'Onions', 'Crabs', 'Almonds', 'Sweet potatoes', 'Avocado oil', 'Dried cod', 'Mushrooms', 'Red palm nut extract', 'Cod', 'Coconut milk']","['Clams', 'Chickpeas', 'Bell peppers', 'Momoni', 'Beef', 'Coconut cream', 'Miso paste', 'Yellow squash']"
807,"['PES', 'LOW_CARB']",['MOD'],['MUS'],2061,21.8,"['Tempeh', 'Yellow squash', 'Palm oil', 'Mutton', 'Beef', 'Canola oil', 'Zucchini', 'Seitan', 'Leeks', 'Okro']","['Tomatoes', 'Coconut cream', 'Peas']"
808,['LOW_CARB'],"['SED', 'VER']","['MUS', 'LOS']",2709,26.9,"['Spinach', 'Mussels', 'Crabs', 'Offal', 'Dried cod', 'Jalapeños', 'Olive oil', 'Vegetable oil', 'Shrimp', 'Cheese', 'Tofu', 'Potatoes']","['Snails', 'Kale', 'Gboma leaves', 'Lamb', 'Tilapia', 'Catfish']"
809,"['GLU', 'VEG', 'HIGH_PROTEIN']","['LIG', 'SED']","['FIT', 'MUS']",2256,27.1,"['Ademe leaves', 'Sauce', 'Vegetable broth', 'Dried cod', 'Lobster', 'Tempeh']","['Turmeric', 'Spinach', 'Olive oil', 'Coconut oil', 'Carrots']"
810,['VER'],"['MOD', 'VER']","['FIT', 'MUS']",2434,45.7,"['Spaghetti', 'Quinoa pasta', 'Smoked fish', 'Habanero', 'Duck', 'Coconut cream', 'Dry spices', 'Peppers', 'Lobster', 'Wrewre seeds', 'Bulgur']","['Bacon', 'Shrimp', 'Moringa powder', 'Anchovies', 'Broth', 'Kpakposhito paste', 'Mushrooms']"
811,['LOW_CARB'],"['VER', 'MOD']",['MAI'],2925,32.5,"['Yogurt', 'Seaweed', 'Tomatoes', 'Vegetable broth', 'Green scotch bonnet', 'Bacon', 'Seitan', 'Rice', 'Eggs', 'Veggie sausage', 'Bulgur', 'Mutton', 'Peanuts', 'Broth', 'Offal']","['Garden eggs', 'Peppers', 'Saltpere', 'Cashews', 'Chicken', 'Turmeric']"
812,"['HIGH_PROTEIN', 'GLU', 'VER']","['MOD', 'LIG']",['LOS'],3360,22.8,"['Saffron', 'Kuuka powder', 'Mushroom broth', 'Moringa powder', 'Spaghetti', 'Seitan', 'Cheese', 'Moringa leaves', 'Garlic powder', 'Whole wheat pasta', 'Canola oil']","['Cayenne pepper', 'Sauce', 'Tomatoes', 'Saltpere', 'Pepper', 'Cream']"
